transaction_id,customer_id,beneficiary_id,device_id,country,amount_usd,hour,is_new_beneficiary,is_cross_border,transactions_last_60m,label_synthetic_fraud,amount_robust_z,is_odd_hour,device_customer_count,is_shared_device,beneficiary_customer_count,is_concentrated_beneficiary,high_velocity,alert_score,priority,alert_reasons
T000848,C0008,B0138,D0016,US,2675.0749783189813,0,1,1,20,1,13.50401166005206,1,7,1,9,1,1,100.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device, beneficiary concentration"
T001058,C0116,B0170,D0006,SG,3353.6823706981286,4,1,1,11,1,9.26510031067772,1,4,1,9,1,1,100.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device, beneficiary concentration"
T001169,C0150,B0043,D0136,CN,1461.2330498788715,0,1,1,15,1,15.969812327665997,1,6,1,10,1,1,100.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device, beneficiary concentration"
T000650,C0128,B0043,D0127,CN,3974.121203247537,3,1,1,10,1,6.9548587335758585,1,9,1,10,1,1,96.7,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device, beneficiary concentration"
T000075,C0103,B0198,D0019,MY,8672.136920728899,23,1,1,19,1,71.1463735283411,1,9,1,5,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000086,C0106,B0013,D0065,SG,3604.137701053013,3,1,1,11,1,9.226416774603978,1,9,1,7,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000162,C0100,B0018,D0065,SG,11751.10211757146,0,1,1,17,1,107.48464367536917,1,9,1,3,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000193,C0092,B0255,D0096,SG,5436.066050193103,3,1,1,12,1,24.54404243888229,1,7,1,5,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000207,C0115,B0090,D0096,HK,21612.55841695091,1,1,1,18,1,118.4569375131501,1,7,1,6,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000210,C0117,B0074,D0148,GB,2916.421455132863,23,1,1,11,1,7.99677877085091,1,6,1,5,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000350,C0025,B0002,D0175,ID,1648.0309330763398,4,1,1,11,1,14.263896928255948,1,6,1,5,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000368,C0048,B0157,D0178,SG,3040.350679718761,23,1,1,21,1,15.150364758538416,1,8,1,4,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000373,C0062,B0191,D0037,HK,2663.041081021217,23,1,1,13,1,9.106989705770468,1,9,1,7,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000432,C0111,B0233,D0143,CN,4791.5554302242,23,1,1,9,1,36.795448562973505,1,11,1,5,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000508,C0038,B0237,D0170,SG,17717.985780540726,23,1,1,13,1,281.1274659144248,1,8,1,5,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000520,C0090,B0134,D0068,MY,15433.522231918609,1,1,1,16,1,78.19482422975993,1,6,1,7,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000576,C0057,B0034,D0084,ID,4505.32595320654,4,1,1,17,1,16.897631508858012,1,9,1,4,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000581,C0014,B0013,D0129,DE,9229.359877081495,4,1,1,15,1,87.34269800444255,1,4,1,7,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000613,C0118,B0175,D0009,SG,1471.4698959528107,0,1,1,13,1,9.102329596174624,1,5,1,6,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000669,C0138,B0008,D0027,CN,14305.73773939422,2,1,1,10,1,174.45002101931226,1,5,1,5,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000704,C0026,B0065,D0079,DE,2820.6544138670592,23,1,1,20,1,38.35417545698584,1,8,1,4,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000710,C0070,B0244,D0043,CN,3101.4307417020027,3,1,1,9,1,19.227576455130563,1,7,1,6,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000721,C0021,B0102,D0112,ID,6406.817403601644,4,1,1,8,1,62.859552290531326,1,5,1,6,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000747,C0080,B0041,D0116,TH,3510.3980599903657,1,1,1,19,1,14.654750822663527,1,4,1,4,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000750,C0024,B0084,D0020,SG,3607.39568629186,4,1,1,21,1,8.65599836158155,1,7,1,7,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000775,C0127,B0145,D0179,CN,2318.513626131208,2,1,1,14,1,18.75589014307905,1,6,1,2,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000794,C0124,B0166,D0035,ID,2042.0169130364843,1,1,1,14,1,22.86254884603364,1,10,1,3,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000805,C0111,B0207,D0054,ID,17366.787131737812,2,1,1,13,1,137.26919628473297,1,7,1,6,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000857,C0037,B0191,D0031,SG,1465.812463897617,23,1,1,19,1,18.198974638715697,1,9,1,7,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000893,C0079,B0209,D0043,NL,1928.235003580888,1,1,1,18,1,28.910235073508947,1,7,1,2,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000994,C0065,B0057,D0034,TH,5454.367989450094,2,1,1,25,1,21.27248425164994,1,12,1,4,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000998,C0055,B0223,D0172,SG,1139.236480167043,3,1,1,9,1,13.708872900431768,1,6,1,7,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T001000,C0077,B0044,D0130,US,4682.370527852889,1,1,1,10,1,52.72593581120773,1,5,1,3,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T001046,C0024,B0216,D0128,CN,7164.382974031779,1,1,1,10,1,17.91391048035668,1,6,1,2,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T001048,C0091,B0046,D0101,ID,4612.352654286048,23,1,1,11,1,19.31667730055346,1,8,1,6,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T001070,C0002,B0253,D0156,ID,2144.006717614219,1,1,1,12,1,8.841230003639291,1,9,1,5,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T001100,C0066,B0232,D0081,SG,2958.8690574751777,2,1,1,10,1,29.44900989736292,1,10,1,4,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T001126,C0127,B0214,D0038,CN,6108.967203267404,1,1,1,11,1,50.913124754466565,1,8,1,6,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T001166,C0016,B0023,D0047,CN,4224.815659877611,3,1,1,11,1,61.702282753279576,1,6,1,3,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T001173,C0059,B0016,D0124,ID,5894.091069614932,23,1,1,24,1,467.5781175751218,1,5,1,6,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T001193,C0026,B0160,D0177,SG,2506.92595347812,3,1,1,10,1,33.939198479469894,1,7,1,4,0,1,90.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000284,C0074,B0030,D0146,ID,852.0401840050057,2,1,1,11,1,6.233198216067508,1,7,1,6,0,1,84.5,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000665,C0090,B0217,D0127,ID,1331.2882011403965,2,1,1,14,1,5.7062031829690385,1,9,1,3,0,1,82.8,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000726,C0018,B0035,D0160,ID,780.6309355622758,2,1,1,16,1,4.875953319846202,1,5,1,6,0,1,80.2,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000050,C0117,B0254,D0031,US,1786.415100928813,4,1,1,17,1,4.455006996173254,1,9,1,5,0,1,78.9,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000560,C0128,B0151,D0086,ID,2686.384269065448,23,1,1,16,1,4.400366168121418,1,9,1,2,0,1,78.8,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T001142,C0051,B0103,D0104,ID,635.0464835375254,2,1,1,11,1,1.0593513876632175,1,9,1,10,1,1,78.3,Critical,"high velocity, new beneficiary, cross-border, odd-hour activity, shared device, beneficiary concentration"
T000276,C0073,B0079,D0107,HK,3489.1315637486277,4,1,1,19,1,4.2066873346299,1,4,1,7,0,1,78.1,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000939,C0070,B0140,D0154,GB,708.3193188254965,3,1,1,22,1,3.6754649344618686,1,5,1,4,0,1,76.5,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000227,C0122,B0174,D0176,DE,1123.7922642814167,23,1,1,19,1,3.5128856115251534,1,7,1,3,0,1,76.0,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000763,C0143,B0037,D0002,US,1565.774642390944,0,1,1,22,1,3.2235174256631303,1,12,1,2,0,1,75.1,Critical,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T001163,C0128,B0250,D0076,ID,427.77248844059545,0,1,1,20,1,-0.08005747175700949,1,8,1,8,1,1,75.0,Critical,"high velocity, new beneficiary, cross-border, odd-hour activity, shared device, beneficiary concentration"
T000687,C0062,B0169,D0033,US,1044.443781958512,3,1,1,11,1,3.0917062091573677,1,5,1,6,0,1,74.7,High,"unusual amount, high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000052,C0030,B0107,D0160,MY,772.7486198637426,3,1,1,21,1,2.733723037301811,1,5,1,6,0,1,73.5,High,"high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T001161,C0088,B0169,D0013,US,746.84898826596,3,1,1,18,1,2.0170436322271126,1,9,1,6,0,1,71.3,High,"high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000078,C0035,B0201,D0032,SG,1571.48,19,1,1,2,0,9.114007139092521,0,6,1,8,1,0,70.0,High,"unusual amount, new beneficiary, cross-border, shared device, beneficiary concentration"
T000793,C0109,B0075,D0121,CN,8401.138818353089,2,1,1,7,1,51.78448243613271,1,6,1,6,0,0,70.0,High,"unusual amount, new beneficiary, cross-border, odd-hour activity, shared device"
T000915,C0089,B0193,D0073,NL,2297.33,0,1,0,3,0,35.08303062796209,1,9,1,8,1,0,70.0,High,"unusual amount, new beneficiary, odd-hour activity, shared device, beneficiary concentration"
T001146,C0073,B0067,D0113,SG,1087.2162229621808,1,1,1,11,1,0.519532732518685,1,10,1,5,0,1,66.6,High,"high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000345,C0136,B0060,D0036,SG,177.91430641790774,2,1,1,15,1,0.29041479196538134,1,7,1,5,0,1,65.9,High,"high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000923,C0067,B0151,D0141,SG,482.3823084608532,3,1,1,9,1,0.0,1,6,1,2,0,1,65.0,High,"high velocity, new beneficiary, cross-border, odd-hour activity, shared device"
T000522,C0022,B0193,D0138,ID,640.21,12,1,1,1,0,6.253636969696971,0,8,1,8,1,0,64.5,High,"unusual amount, new beneficiary, cross-border, shared device, beneficiary concentration"
T001179,C0039,B0256,D0158,GB,259.44,23,1,0,3,0,6.092122727272727,1,5,1,10,1,0,64.0,High,"unusual amount, new beneficiary, odd-hour activity, shared device, beneficiary concentration"
T000666,C0105,B0105,D0099,GB,623.2811240967806,1,1,1,13,1,2.0569737523980347,1,3,0,5,0,1,61.4,High,"high velocity, new beneficiary, cross-border, odd-hour activity"
T000979,C0053,B0163,D0154,ID,1673.12,1,1,0,2,0,10.148412881082171,1,5,1,3,0,0,60.0,High,"unusual amount, new beneficiary, odd-hour activity, shared device"
T000551,C0121,B0242,D0006,ID,550.07,0,1,1,3,0,3.3690113435993894,1,4,1,5,0,0,55.5,High,"unusual amount, new beneficiary, cross-border, odd-hour activity, shared device"
T000541,C0107,B0112,D0129,ID,257.35,2,0,1,1,0,11.50127637889688,1,4,1,2,0,0,55.0,High,"unusual amount, cross-border, odd-hour activity, shared device"
T000859,C0101,B0103,D0102,ID,698.35,23,0,0,1,0,8.681882609694458,1,11,1,10,1,0,55.0,High,"unusual amount, odd-hour activity, shared device, beneficiary concentration"
T001017,C0058,B0117,D0111,SG,142.58,4,1,1,4,0,-0.6745,1,10,1,9,1,0,55.0,High,"new beneficiary, cross-border, odd-hour activity, shared device, beneficiary concentration"
T000027,C0061,B0028,D0029,HK,1044.13,3,1,0,2,0,6.1966432852499,1,7,1,6,0,0,54.4,High,"unusual amount, new beneficiary, odd-hour activity, shared device"
T000973,C0072,B0259,D0056,NL,1713.54,1,0,1,2,0,6.9710720412860026,1,7,1,5,0,0,51.8,High,"unusual amount, cross-border, odd-hour activity, shared device"
T000318,C0110,B0013,D0124,ID,468.43,3,1,1,4,0,1.938610629276284,1,5,1,7,0,0,51.1,High,"new beneficiary, cross-border, odd-hour activity, shared device"
T000620,C0021,B0077,D0134,MY,417.3,3,0,1,2,0,3.247194481333923,1,11,1,9,1,0,50.1,High,"unusual amount, cross-border, odd-hour activity, shared device, beneficiary concentration"
T000061,C0139,B0069,D0061,CN,1620.07,22,1,0,1,0,9.57393025436361,0,8,1,6,0,0,50.0,High,"unusual amount, new beneficiary, shared device"
T001077,C0107,B0055,D0099,ID,476.41,2,1,0,6,0,29.2178195443645,1,3,0,5,0,0,50.0,High,"unusual amount, new beneficiary, odd-hour activity"
T001200,C0094,B0191,D0112,ID,210.56,18,1,0,5,0,8.793901842948715,0,5,1,7,0,0,50.0,High,"unusual amount, new beneficiary, shared device"
T000057,C0082,B0058,D0151,ID,592.13,13,1,1,1,0,4.632150375351892,0,6,1,4,0,0,49.5,Review,"unusual amount, new beneficiary, cross-border, shared device"
T000070,C0071,B0013,D0039,DE,1060.11,19,1,0,3,0,7.745316317287784,0,12,1,7,0,0,49.2,Review,"unusual amount, new beneficiary, shared device"
T000725,C0118,B0094,D0079,MY,1007.71,20,0,1,1,0,5.849185715771412,0,8,1,8,1,0,48.3,Review,"unusual amount, cross-border, shared device, beneficiary concentration"
T000085,C0095,B0099,D0062,SG,427.17,11,1,1,4,0,4.222146408839778,0,7,1,3,0,0,48.2,Review,"unusual amount, new beneficiary, cross-border, shared device"
T001191,C0063,B0118,D0020,US,212.03,23,1,0,3,0,0.8798753010234797,1,7,1,9,1,0,47.7,Review,"new beneficiary, odd-hour activity, shared device, beneficiary concentration"
T000271,C0045,B0233,D0142,DE,447.87,23,1,1,5,0,0.8465694190025232,1,6,1,5,0,0,47.6,Review,"new beneficiary, cross-border, odd-hour activity, shared device"
T000192,C0095,B0138,D0068,GB,189.17,4,1,0,5,0,0.6745,1,6,1,9,1,0,47.1,Review,"new beneficiary, odd-hour activity, shared device, beneficiary concentration"
T000895,C0113,B0043,D0035,NL,186.98,0,1,0,4,0,0.38844976037689855,1,10,1,10,1,0,46.2,Review,"new beneficiary, odd-hour activity, shared device, beneficiary concentration"
T000024,C0140,B0170,D0148,CN,252.45,18,0,1,3,0,4.997282806804373,0,6,1,9,1,0,45.6,Review,"unusual amount, cross-border, shared device, beneficiary concentration"
T000653,C0031,B0118,D0135,CN,1132.67,3,0,1,1,0,1.7149541105354058,1,8,1,9,1,0,45.4,Review,"cross-border, odd-hour activity, shared device, beneficiary concentration"
T000727,C0109,B0094,D0149,MY,149.05,23,1,0,3,0,0.04592593883621483,1,8,1,8,1,0,45.1,Review,"new beneficiary, odd-hour activity, shared device, beneficiary concentration"
T000094,C0059,B0002,D0110,ID,309.74,1,0,0,1,0,18.633564958283674,1,6,1,5,0,0,45.0,Review,"unusual amount, odd-hour activity, shared device"
T000136,C0046,B0259,D0176,ID,1184.07,10,0,1,4,0,11.65651449100835,0,7,1,5,0,0,45.0,Review,"unusual amount, cross-border, shared device"
T000209,C0040,B0001,D0095,ID,3077.16,21,0,0,5,0,29.106283834305366,0,7,1,9,1,0,45.0,Review,"unusual amount, shared device, beneficiary concentration"
T000325,C0147,B0157,D0142,SG,768.39,2,0,0,2,0,8.577800454545454,1,6,1,4,0,0,45.0,Review,"unusual amount, odd-hour activity, shared device"
T000360,C0113,B0222,D0077,ID,90.49,21,1,1,2,0,-0.6688567947364146,0,4,1,8,1,0,45.0,Review,"new beneficiary, cross-border, shared device, beneficiary concentration"
T000366,C0078,B0118,D0096,ID,95.45,1,1,0,3,0,-0.44153033295063143,1,7,1,9,1,0,45.0,Review,"new beneficiary, odd-hour activity, shared device, beneficiary concentration"
T000372,C0100,B0094,D0008,ID,3256.84,6,0,0,2,0,28.99998890410959,0,4,1,8,1,0,45.0,Review,"unusual amount, shared device, beneficiary concentration"
T000427,C0130,B0150,D0065,GB,175.14,3,1,1,3,0,-1.3002001493145103,1,9,1,3,0,0,45.0,Review,"new beneficiary, cross-border, odd-hour activity, shared device"
T000464,C0063,B0144,D0110,ID,60.11,10,1,1,2,0,-0.6624190999397952,0,6,1,9,1,0,45.0,Review,"new beneficiary, cross-border, shared device, beneficiary concentration"
T000492,C0131,B0231,D0102,GB,2476.12,11,0,1,2,0,37.97284545025374,0,11,1,3,0,0,45.0,Review,"unusual amount, cross-border, shared device"
T000535,C0087,B0224,D0145,SG,22.29,23,1,1,3,0,-1.53634564589352,1,5,1,5,0,0,45.0,Review,"new beneficiary, cross-border, odd-hour activity, shared device"
T000565,C0134,B0150,D0132,CN,436.73,18,0,1,1,0,8.241335415483624,0,6,1,3,0,0,45.0,Review,"unusual amount, cross-border, shared device"
T000639,C0119,B0058,D0051,SG,325.37,3,0,0,3,0,9.155658502180044,1,8,1,4,0,0,45.0,Review,"unusual amount, odd-hour activity, shared device"
T000649,C0145,B0135,D0031,CN,1158.11,11,0,1,3,0,11.65814921976593,0,9,1,4,0,0,45.0,Review,"unusual amount, cross-border, shared device"
T000675,C0094,B0106,D0105,SG,644.25,23,0,0,2,0,32.233317307692296,1,6,1,5,0,0,45.0,Review,"unusual amount, odd-hour activity, shared device"
T000693,C0140,B0228,D0129,ID,1121.15,20,0,0,2,0,28.72908313082219,0,4,1,8,1,0,45.0,Review,"unusual amount, shared device, beneficiary concentration"
T000741,C0123,B0043,D0089,HK,21.49,0,1,0,4,0,-0.6907935897435897,1,7,1,10,1,0,45.0,Review,"new beneficiary, odd-hour activity, shared device, beneficiary concentration"
T000822,C0100,B0171,D0046,MY,118.22,5,1,1,2,0,0.0,0,4,1,8,1,0,45.0,Review,"new beneficiary, cross-border, shared device, beneficiary concentration"
T000833,C0068,B0024,D0122,NL,478.06,13,0,1,2,0,10.74639615384615,0,8,1,7,0,0,45.0,Review,"unusual amount, cross-border, shared device"
T000900,C0093,B0064,D0144,NL,124.23,1,1,0,1,0,-0.6825633592349073,1,10,1,10,1,0,45.0,Review,"new beneficiary, odd-hour activity, shared device, beneficiary concentration"
T000952,C0046,B0084,D0168,GB,69.71,3,1,1,1,0,-0.41214029383429673,1,11,1,7,0,0,45.0,Review,"new beneficiary, cross-border, odd-hour activity, shared device"
T000953,C0093,B0222,D0019,DE,156.98,20,1,1,3,0,-0.02237582187686762,0,9,1,8,1,0,45.0,Review,"new beneficiary, cross-border, shared device, beneficiary concentration"
T001022,C0011,B0040,D0142,GB,152.32,15,1,1,4,0,-0.5990331988261189,0,6,1,8,1,0,45.0,Review,"new beneficiary, cross-border, shared device, beneficiary concentration"
T001104,C0023,B0228,D0037,TH,1337.89,7,0,0,3,0,15.600581253518483,0,9,1,8,1,0,45.0,Review,"unusual amount, shared device, beneficiary concentration"
T001196,C0096,B0170,D0052,HK,119.84,4,1,0,2,0,0.0,1,7,1,9,1,0,45.0,Review,"new beneficiary, odd-hour activity, shared device, beneficiary concentration"
T000301,C0055,B0138,D0002,US,354.16,5,1,0,2,0,3.1582834229926275,0,12,1,9,1,0,44.9,Review,"unusual amount, new beneficiary, shared device, beneficiary concentration"
T000852,C0121,B0079,D0134,SG,920.47,10,1,0,3,0,6.305825731750324,0,11,1,7,0,0,44.7,Review,"unusual amount, new beneficiary, shared device"
T000306,C0022,B0063,D0051,GB,368.4,7,1,1,3,0,3.078990303030303,0,8,1,5,0,0,44.6,Review,"unusual amount, new beneficiary, cross-border, shared device"
T000499,C0139,B0094,D0143,ID,603.94,15,1,0,3,0,2.9827903303361065,0,11,1,8,1,0,44.3,Review,"new beneficiary, shared device, beneficiary concentration"
T000287,C0025,B0043,D0044,SG,404.17,9,1,0,4,0,2.6885078642384106,0,10,1,10,1,0,43.4,Review,"new beneficiary, shared device, beneficiary concentration"
T000001,C0014,B0228,D0002,CN,426.83,9,1,0,3,0,2.657112466124661,0,12,1,8,1,0,43.3,Review,"new beneficiary, shared device, beneficiary concentration"
T000791,C0015,B0138,D0001,US,369.16,12,0,1,4,0,4.18879425711275,0,14,1,9,1,0,43.1,Review,"unusual amount, cross-border, shared device, beneficiary concentration"
T000886,C0111,B0170,D0084,GB,706.52,7,0,1,4,0,4.156780028429282,0,9,1,9,1,0,43.0,Review,"unusual amount, cross-border, shared device, beneficiary concentration"
T000888,C0029,B0172,D0036,GB,387.15,0,1,0,3,0,2.5629364031958914,1,7,1,4,0,0,43.0,Review,"new beneficiary, odd-hour activity, shared device"
T000633,C0066,B0153,D0101,CN,793.61,12,0,1,1,0,7.185789862804879,0,8,1,7,0,0,42.5,Review,"unusual amount, cross-border, shared device"
T000214,C0068,B0206,D0107,HK,342.28,1,0,0,3,0,7.038557692307691,1,4,1,5,0,0,42.0,Review,"unusual amount, odd-hour activity, shared device"
T000945,C0020,B0094,D0097,SG,204.29,23,0,1,3,0,0.41011388658695386,1,9,1,8,1,0,41.3,Review,"cross-border, odd-hour activity, shared device, beneficiary concentration"
T000147,C0006,B0222,D0143,ID,423.28,4,0,1,4,0,0.3507481559854897,1,11,1,8,1,0,41.1,Review,"cross-border, odd-hour activity, shared device, beneficiary concentration"
T001071,C0102,B0083,D0040,CN,1392.47,3,0,0,2,0,3.5454790752459697,1,5,1,10,1,0,41.1,Review,"unusual amount, odd-hour activity, shared device, beneficiary concentration"
T000128,C0115,B0022,D0170,GB,482.24,1,1,0,1,0,1.9300813915460713,1,8,1,4,0,0,41.0,Review,"new beneficiary, odd-hour activity, shared device"
T000537,C0069,B0131,D0138,NL,378.57,0,1,0,3,0,1.7768620119745537,1,8,1,4,0,0,40.6,Review,"new beneficiary, odd-hour activity, shared device"
T000014,C0115,B0225,D0108,ID,735.13,4,0,1,3,0,3.3246877606082905,1,8,1,4,0,0,40.4,Review,"unusual amount, cross-border, odd-hour activity, shared device"
T000899,C0011,B0195,D0097,SG,1265.78,16,0,1,3,0,3.3367637302169584,0,9,1,9,1,0,40.4,Review,"unusual amount, cross-border, shared device, beneficiary concentration"
T000046,C0146,B0256,D0161,CN,80.63,3,0,1,2,0,-0.3322641562064157,1,5,1,10,1,0,40.0,Review,"cross-border, odd-hour activity, shared device, beneficiary concentration"
T000120,C0018,B0103,D0179,MY,60.13,23,0,1,4,0,-0.6017053933724074,1,6,1,10,1,0,40.0,Review,"cross-border, odd-hour activity, shared device, beneficiary concentration"
T000702,C0093,B0138,D0024,GB,125.03,1,0,1,3,0,-0.6664366407650927,1,8,1,9,1,0,40.0,Review,"cross-border, odd-hour activity, shared device, beneficiary concentration"
T000738,C0051,B0144,D0086,SG,241.74,4,0,1,1,0,-0.2072288135593221,1,9,1,9,1,0,40.0,Review,"cross-border, odd-hour activity, shared device, beneficiary concentration"
T000801,C0002,B0228,D0165,SG,102.02,4,0,1,4,0,-0.6021710318820706,1,6,1,8,1,0,40.0,Review,"cross-border, odd-hour activity, shared device, beneficiary concentration"
